text,author,likes,published_at,word_count,polarity,sentiment,length_bin,clean_text,adjusted_sentiment,roberta_raw,roberta_sentiment,sentiment_final
"I was not ready to have my psyche laid before me, when I only wanted something to watch while I shove pizza in my mouth hole.
More importantly how do I share this with my friends",@silverspuppet,4,2025-04-24T15:27:39Z,13,0.2,positive,20-50,ready psyche lay want something watch shove pizza mouth holemore importantly share friend,positive,LABEL_1,neutral,neutral
"I know this is a comment on a video from a year ago, but the fact that I somehow missed this channel until now is a disservice to my psyche. I hate Twilight because I find it pithy and bland, and I absolutely love this video essay and all the truly compelling research that went into it. Never did I think I would be jotting down titles that examined romance fiction, but I am ready for the deep dive. Absolutely wonderful. I’m halfway to the unfortunate end of the video and I am like, subscribe, belling for more, you are excellent and thank you genuinely for the incredible time and effort put into this video that has brought me some desperately needed laughs.",@swordsandwolves,2,2025-04-24T15:09:00Z,56,0.1841269841269841,positive,100+,know comment video year ago fact somehow miss channel disservice psyche hate twilight find pithy bland absolutely love video essay truly compelling research go never think would jot title examine romance fiction ready deep dive absolutely wonderful halfway unfortunate end video like subscribe bell excellent thank genuinely incredible time effort put video bring desperately need laugh,positive,LABEL_2,positive,neutral
Who would dare copyright claim this? Why is YouTube's system so asinine,@thefriesofLockeLamora,2,2025-04-24T13:37:26Z,7,0.0,neutral,10-20,would dare copyright claim youtube system asinine,neutral,LABEL_0,negative,neutral
2:52:00 ay ay ay ... I'm going to break this up over a few days,@darynvoss7883,0,2025-04-24T11:31:18Z,7,-0.2,negative,10-20,25200 ay ay ay go break day,neutral,LABEL_1,neutral,neutral
ITS NOT EASY HAVING A GOOD TIME‼️‼️,@honeytownsend6941,1,2025-04-24T04:14:24Z,3,0.24166666666666664,positive,0-10,easy good time,positive,LABEL_2,positive,neutral
Améeeeeeeeeeeeeee😍,@isabellalondono7052,0,2025-04-24T02:38:00Z,1,0.0,neutral,0-10,ameeeeeeeeeeeeee,positive,LABEL_1,neutral,positive
I do take issue with people claiming lesbianism solely for not liking men. It makes lesbianism a wholly negative concept.,@kynixie,3,2025-04-24T02:17:06Z,13,-0.3,negative,10-20,take issue people claim lesbianism solely like man make lesbianism wholly negative concept,positive,LABEL_0,negative,neutral
"I love this so much. At 36:00 - I think another reason we yearn specifically for our childhood or youth is not just that we no longer have it (some of us no longer have our 20s or 30s either, but we don't really yearn for those years, beyond wishing we were that skinny, that hot, etc.), but that it was a time before yearning. We, mostly and largely, lived without that unfillable hole",@geonaedwards7134,1,2025-04-24T00:04:50Z,33,0.31071428571428567,positive,50-100,love much 3600 think another reason yearn specifically childhood youth long we long 20 30 either not really yearn year beyond wish skinny hot etc time yearn mostly largely live without unfillable hole,positive,LABEL_2,positive,positive
"I appreciate the idea that in a romance novel written by a woman, the heroine is both the object of desire and the aggressor. The reader isn’t submitting to a man’s desire for her, but rather submitting to her own desires through her identification with the power that men are awarded at birth. Take a look at how Edward attempts to control Bella. He first speaks to her in a tone that is both vigilant and protective, and when she does not heed his warnings, he doesn’t overpower her by chaining her to a bed—he simply dismantles her car before she gets the chance to drive into assumed danger. That is not the act of a father. That’s a motherly tactic—one that is both intuitive and silently manipulative. For centuries, a woman’s greatest offense has been a tricky and secretive defense, in contrast to the blatant brute force of a man. I stand by Natalie’s argument.",@SisterMaryAndromeda,1,2025-04-23T12:05:56Z,70,0.225,positive,100+,appreciate idea romance novel write woman heroine object desire aggressor reader not submit mans desire rather submit desire identification power man award birth take look edward attempt control bella first speak tone vigilant protective heed warning not overpower chain bedhe simply dismantle car get chance drive assume danger act father motherly tacticone intuitive silently manipulative century womans great offense tricky secretive defense contrast blatant brute force man stand natalie argument,positive,LABEL_1,neutral,neutral
i love this video so much i think ive watched it about 20 times all the way through and its definitely my favorite of natalie’s,@grace-bp9zv,4,2025-04-23T00:28:02Z,11,0.39999999999999997,positive,20-50,love video much think watch 20 time way definitely favorite natalie,positive,LABEL_2,positive,positive
I love Jackie Collins so much!!,@purpfreak,0,2025-04-22T22:09:51Z,4,0.40625,positive,0-10,love jackie collins much,positive,LABEL_2,positive,neutral
"Manon Garcia actually has some very interesting writing on this “the joy of consent”, in which sex is imagined as a ‘conversation’",@georgie361,0,2025-04-22T18:49:06Z,10,0.4833333333333334,positive,20-50,manon garcia actually interesting writing joy consent sex imagine conversation,positive,LABEL_2,positive,neutral
39:18 she was already onto her next video,@Ricardo-fv2qi,3,2025-04-22T09:44:03Z,5,0.0,neutral,0-10,3918 already onto next video,neutral,LABEL_1,neutral,neutral
Commenting very late on this video but this is one of your best essays ❤,@BabyBat14,3,2025-04-22T05:19:28Z,6,0.305,positive,10-20,comment late video one good essay,positive,LABEL_2,positive,positive
Fucking bravo,@everyone_diesss,1,2025-04-22T04:15:49Z,2,-0.6,negative,0-10,fucking bravo,negative,LABEL_0,negative,neutral
"14:02 timestamp - the best BTS mafia fanfiction is House of Cards. Hope it is still up on AO3! You are welcome!
57:00 timestamp - I read Nancy Friday back in the day - the book cover back then was a little more explicit...",@chasingautumns,0,2025-04-22T02:16:26Z,23,0.3854166666666667,positive,20-50,1402 timestamp good bts mafia fanfiction house card hope still ao3 welcome5700 timestamp read nancy friday back day book cover back little explicit,positive,LABEL_2,positive,neutral
"18:17 But did you read the Illustrated Guide and watch popular Twilight commentarians on social media? If not, I don’t think you’re overly fixated at all.",@modernamami5861,0,2025-04-21T22:48:55Z,14,0.31666666666666665,positive,20-50,1817 read illustrate guide watch popular twilight commentarian social medium not think overly fixate,positive,LABEL_1,neutral,neutral
True blood came first and she copied the concept and even similar scenes and plots. Just my 2 cents 😅,@phartmann88,0,2025-04-21T20:50:09Z,12,0.19999999999999998,positive,10-20,true blood come first copy concept even similar scene plot 2 cent,positive,LABEL_1,neutral,neutral
46:37 why did it take me this long to catch the Buzz McCallister listing system here lol??? Absolutely delightful 😂,@congreve_cap,0,2025-04-21T16:52:58Z,11,0.5833333333333334,positive,10-20,4637 take long catch buzz mccallister list system lol absolutely delightful,positive,LABEL_2,positive,neutral
"in other words, it's not over till everybody gets their cookies...... ;)",@davidhonaker519,0,2025-04-21T16:17:51Z,5,0.0625,neutral,10-20,word till everybody get cookie,neutral,LABEL_1,neutral,neutral
"Finally someone said this. I was wondering how am i supposed to enjoy hurting a masochist if she enjoys it, so it does not hurt. It never made sense to me at all. Only way possible to live like that if maso agrees to you going hard the way you want, but it never applies since everything is about safety and consent now. Which is good and healthy, but i cringe everytime vanillas try to pretend like they are so hardcore

Well, anyway. Thanks for the vid. I enjoy every one of them and i hope you will keep doing them",@noobsaibot6424,0,2025-04-21T08:45:59Z,46,0.20446969696969694,positive,100+,finally someone say wonder suppose enjoy hurt masochist enjoy hurt never make sense way possible live like maso agree go hard way want never apply since everything safety consent good healthy cringe everytime vanilla try pretend like hardcorewell anyway thank vid enjoy every one hope keep,positive,LABEL_2,positive,neutral
girl you had me until you cited freud on sexuality,@anabellewatson1812,0,2025-04-21T08:07:36Z,4,0.0,neutral,0-10,girl cite freud sexuality,neutral,LABEL_1,neutral,positive
You can’t be telling me people are comparing Twilight to Fifty Shades when Fifty Shades is just a fanfic of Twilight-,@missing_link918,1,2025-04-21T02:02:34Z,12,0.0,neutral,20-50,can not tell people compare twilight fifty shade fifty shade fanfic twilight,neutral,LABEL_0,negative,neutral
"Well, I'm glad you also liked the book.",@sanrocha8,0,2025-04-20T17:54:35Z,5,0.55,positive,0-10,well glad also like book,positive,LABEL_2,positive,neutral
Rewatching in 2025 cause it region blocked in other countries,@jimmyc42x,0,2025-04-20T17:24:16Z,6,-0.125,negative,0-10,rewatche 2025 cause region block country,positive,LABEL_1,neutral,neutral
"God i love you, absolutely perfectly imperfect.",@Thenonsocial,0,2025-04-20T00:39:20Z,5,0.75,positive,0-10,god love absolutely perfectly imperfect,positive,LABEL_2,positive,positive
The Dior spring 2006 couture bloody pearls by John Galliano in part 5. 👌🏻,@spencerkelly7139,0,2025-04-19T18:08:10Z,10,-0.8,negative,10-20,dior spring 2006 couture bloody pearl john galliano part 5,positive,LABEL_1,neutral,neutral
"I still love the ending clip where Stephanie says she doesn’t do twitter as a passive aggressive dig at JK so much it’s so hysterical and fabulous.
Glad I rewatched this masterpiece",@J.D.onthego,1,2025-04-19T12:10:27Z,17,0.1,neutral,20-50,still love end clip stephanie say not twitter passive aggressive dig jk much hysterical fabulousglad rewatche masterpiece,neutral,LABEL_2,positive,neutral
"47:13 wtf is Cartland actually saying?? i cant quite catch it.   its sounds like shes saying ""you were dressed in china"" but wtf would that even mean?",@82Catfish,0,2025-04-18T23:21:08Z,18,-0.328125,negative,20-50,4713 wtf cartland actually say can not quite catch sound like say dress china wtf would even mean,negative,LABEL_0,negative,neutral
"Why can't Iclick more than one ""Like""?🥰",@luckystoller6171,1,2025-04-18T22:26:36Z,5,0.5,positive,0-10,can not iclick one like,positive,LABEL_0,negative,positive
Posting slop videos like this and then constantly crying about pro palestinians on twitter. Youre worthless,@eeeertoo2597,0,2025-04-18T21:59:57Z,10,-0.5,negative,10-20,post slop video like constantly cry pro palestinians twitter worthless,negative,LABEL_0,negative,negative
"I would love to see what the people who said ""Edward is abusive"" when these books came out are reading right now. If any of them are reading Dark Romance, we know where it started lmao!
""80 year old in clown drag"" fucking sent me!",@clairebiffle2958,2,2025-04-18T13:59:30Z,23,0.09081632653061224,neutral,20-50,would love see people say edward abusive book come read right read dark romance know start lmao80 year old clown drag fucking send,neutral,LABEL_0,negative,neutral
Bro i run my relationship with my south asian man. Its kind of all the same their. They own the land but your own what they do lmao.,@beachesincali7606,0,2025-04-18T12:41:39Z,9,0.39999999999999997,positive,20-50,bro run relationship south asian man kind land lmao,positive,LABEL_1,neutral,neutral
"As an Aromantic and Asexual person, can confirm that I think this is madness. 
I do not get why you people like or want this stuff, it’s very confusing 😭😭😭
But I support you all in your madness 🫶🏻🫶🏻🫶🏻
24:11",@killercutie,2,2025-04-17T23:52:27Z,15,-0.39,negative,20-50,aromantic asexual person confirm think madness get people like want stuff confusing support madness 2411,positive,LABEL_0,negative,positive
Pretty convincing man dressed as a woman.,@John39,0,2025-04-17T16:53:08Z,5,0.375,positive,0-10,pretty convincing man dress woman,positive,LABEL_2,positive,positive
Pretty convincing man dressed as a woman.,@John39,2,2025-04-17T16:53:01Z,5,0.375,positive,0-10,pretty convincing man dress woman,positive,LABEL_2,positive,negative
"Not just female conduct books, but female conduct courses should be mandatory throughout grade school.",@headbangermedic,0,2025-04-17T15:34:43Z,10,0.0,neutral,10-20,female conduct book female conduct course mandatory throughout grade school,neutral,LABEL_1,neutral,neutral
Twizzler gang gang,@Nick-lv2pd,0,2025-04-17T14:13:51Z,3,0.0,neutral,0-10,twizzler gang gang,neutral,LABEL_1,neutral,neutral
